;reference;sous_famille;pignon 1;pignon 2;long_pan3;long_pan4;long_pan5;long_pan6;cloison7;cloison8;cloison9;cloison10;kitchenette;lieu_rangement;Liste Expertise;Liste_Amenagement
518;bung01282;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
519;bung01271;Bungalow 9m;Pignon Fenêtre 5.0;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
520;BUNG03140;Bungalow 6m;;;;;;;;;;;;;;
521;bung01158;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.; 1.0;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;Pignon #01 5.0;;; pignon2: Pignon Fenêtre clim reversible 10., 
522;bung01154;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0;Panneau Passage 2.0; 0.5;;;; pignon2: Pignon Fenêtre clim reversible 10., 
523;bung01497;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre 5.0; 1.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5;Porte exterieure 5.0;Pignon #01 5.0;;;
524;Bung00562;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;Cloison Porte 4.0; 1.0;Porte exterieure 5.0; 0.5;;chilly mazarin ;; longpan6: 1/2 long Pan Plein 2.5, 
525;bung01149;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0;Panneau Passage 2.0;;;;;
526;bung01151;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;;;Panneau Passage 2.0;Panneau Passage 2.0;;;;
527;bung01459;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0; 1.0; 0.5;Porte exterieure 5.0;Pignon #01 5.0;;;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: <vide> 1.0,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: Cloison Porte 4.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: Porte exterieure 5.0,  kitchenette: Pignon #01 5.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
528;bung01347;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0;Panneau Passage 2.0; 0.5; 4.0;cms;;
529;CONT94514;Container;;;;;;;;;;;;;;
530;BUNG00036;Bungalow 9m;Pignon Fenêtre convecteu 7.0;Pignon Fenêtre convecteu 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;;;
531;BUNG00335;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;;;Panneau Passage 2.0;Panneau Passage 2.0;;;;pignon1: Pignon Fenêtre convecteur 7.0,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: null,  cloison_int8: null,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
532;BUNG03646;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
533;bung00488;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5;Porte exterieure 5.0;Pignon #01 5.0;;;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: Porte exterieure 5.0,  kitchenette: Pignon #01 5.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
534;BUNG00866;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  pignon2: Pignon mi-Plein/mi-Fenetre 5.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
535;BUNG03270;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon Fenêtre convecteur/window 10.,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
536;BUNG03222;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon Fenêtre convecteur/window 10.,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: Pignon #02 5.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
537;bungalow_ping;Bungalow 9m;;;;;;;;;;;;;;
538;BUNG03026;Bungalow 6m;;;;;;;;;;; 4.0;;;
539;BUNG00346;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre convecteur 7.0;<vide> 1.0;<vide> 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;<vide> 0.5;Porte exterieure 5.0;Pignon #01 5.0;;;pignon1: Pignon Fenêtre 5.0,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: Porte exterieure 5.0,  kitchenette: Pignon #01 5.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
540;bung00351;Bungalow 9m;;;;;;;;;;;;;;
541;BUNG01510;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre 5.0;<vide> 1.0;<vide> 1.0;1/2 long Pan Plein 2.5;<vide> 1.0;Cloison Pleine 3.0;<vide> 1.0;<vide> 0.5;<vide> 0.5;;;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre 5.0,  longpan3: <vide> 1.0,  longpan4: <vide> 1.0,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: <vide> 1.0,  cloison_int7: Cloison Pleine 3.0,  cloison_int8: <vide> 1.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
542;CONT9451033;Container;;;;;;;;;;;;;;
543;BUNG01027;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Plein 2.0;;;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre 5.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: null,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Plein 2.0,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
544;CONT291371;Container;;;;;;;;;;;;;;
545;BUNG04050;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;;
546;bung01341;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;Panneau Passage 2.0;Panneau Passage 2.0;<vide> 4.0;cms;;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  pignon2: Pignon mi-Plein/mi-Fenetre 5.0,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: <n/a> 0.0,  config_WC_HF: null
547;bung01340;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;<vide> 1.0;Panneau Passage 2.0;Panneau Passage 2.0;<vide> 4.0;cms;;pignon1: Pignon ferme 2.5,  pignon2: Pignon sanitaire/WC 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: 1/2 long Pan Plein 2.5,  cloison_int7: <vide> 1.0,  cloison_int8: <vide> 1.0,  cloison_pass9: Panneau Passage 2.0,  cloison_pass10: Panneau Passage 2.0,  kitchenette: <vide> 4.0,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
548;Bung04033;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon Fenêtre convecteur 7.0,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: séchant individuel 20.,  config_WC_HF: null
549;CONT05850024;Container;;;;;;;;;;;;;;
550;Bung04013;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon mi-Plein/mi-Fenetre 5.0,  pignon2: Pignon ferme 2.5,  longpan3: Long Pan 6m standard 2.5,  longpan4: <vide> 1.0,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
551;BUNG00972;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;<vide> 1.0;Cloison Pleine 3.0;Cloison Porte 4.0;<vide> 0.5;<vide> 0.5;;;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: 1/2 long Pan Plein 2.5,  longpan4: 1/2 long Pan Plein 2.5,  longpan5: 1/2 long Pan Plein 2.5,  longpan6: <vide> 1.0,  cloison_int7: Cloison Pleine 3.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: <vide> 0.5,  cloison_pass10: <vide> 0.5,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
552;BUNG03149;Bungalow 6m;;;;;;;;;;;Pignon #02 5.0;;; longpan4: <vide> 1.0,  passage6: 4.0, 
553;BUNG03208;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon ferme 2.5,  pignon2: Pignon Fenêtre convecteur/window 10.,  longpan3: Long Pan 6m standard 2.5,  longpan4: Long Pan 6m standard 2.5,  passage5: 0,0,  passage6: 0,0,  cloison7: null,  kitchenette: null,  config_sanitaires: null,  config_vestiaires: null,  config_WC_HF: null
554;BUNG01354;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5;Panneau Plein 2.0;;;;
555;BUNG01201;Bungalow 9m;;;;;;;;;;;;;;
556;BUNG03504;Bungalow 6m;;;;;;;;;;; 4.0;;;
557;bung00435;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Porte exterieure 5.0;Panneau Passage 2.0; 4.0;;Réparation toiture(M2) 0.0, Echange porte extérieure(U) 4.0, Echange canon de serrure(U) 0.5, Nettoyage intérieur cantonnement (M2) 0.1, Peinture extérieure (M2) 0.25, Peinture interieure(M2) 0.25, Barreaudage galva 100x130 (U) 1.0, Echange Disjoncteur  C10/C16A (U) 0.25, Echange Projecteur Led Porte Ext (U) 1.5, Echange extracteur d'air (U) 2.0, Echange Détecteur de présence (U) 0.25, Echange BAES (U) 0.5, Echange contact de fenêtres (U) 0.25, , , Echange porte de vestiaires (U) 0.25, Lessivage armoire Vestiaire (U) 0.5, Echange Patères Vêtements 9p (U) 0.5, Echange Patères Chaussures 9p (U) 0.5, Echange Patères Bottes 9p (U) 0.5 , Echange miroir inox (U) 0.1, Nettoyage armoire séchante collective (U) 2.0, Echange colonne de coffre fort (U) 2.0;
558;BUNG00897;Bungalow 9m;Pignon Porte 6.0;Pignon Passage 2.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Fenêtre 5.0; 0.5;;;;
559;BUNG00910;Bungalow 9m;Pignon ferme 2.5;Pignon Passage 2.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Fenêtre 5.0;;;;
560;Bung00520;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;; config_vestiaires: communicant 11.5, 
561;BUNG00147;Bungalow 9m;Pignon Fenêtre convecteur/window 10.;Pignon Fenêtre convecteur/window 10.; 1.0; 1.0;1/2 long Pan Plein 2.5; 1.0; 1.0;Cloison Porte 4.0; 0.5;Panneau Passage 2.0; 4.0;;;
562;CONT05850005;Container;;;;;;;;;;;;;;
563;BUNG00168;Bungalow 9m;Pignon Fenêtre convecteur/window 10.;Pignon Fenêtre convecteur/window 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Porte exterieure 5.0;;;;pignon1: Pignon mi-Plein/mi-Fenetre,  pignon2: Pignon mi-Plein/mi-Fenetre,  longpan3: 1/2 long Pan Plein,  longpan4: 1/2 long Pan Plein,  longpan5: 1/2 long Pan Plein,  longpan6: 1/2 long Pan Plein,  cloison_int7: <vide>,  cloison_int8: <vide>,  cloison_pass9: Panneau Passage,  cloison_pass10: Porte exterieure,  kitchenette: <vide>, 
564;BUNG01032;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0;Panneau Passage 2.0; 0.5;Pignon #01 5.0;;;
565;Bung00710;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.; 1.0; 1.0; 1.0;1/2 long Pan Plein 2.5; 1.0;Cloison Pleine 3.0; 0.5; 0.5;;CMS ;;
566;bung00406;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon Fenêtre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;atelier ;Réparation toiture(M2) 0.0, Echange canon de serrure(U) 0.5, Grattage béton extérieur(M2) 0.3, Echange sortie de cable (U) 0.25, Echange Projecteur Led Porte Ext (U) 1.5, Echange BAES (U) 0.5, Echange contact de fenêtres (U) 0.25, , , Echange armoire vestiaire (U) 2.0, Echange socle (U) 2.0, Echange Patères Vêtements 9p (U) 0.5, Echange Patères Chaussures 9p (U) 0.5, Echange Patères Bottes 9p (U) 0.5 , Echange Armoire séchantes Collective (U) 2.0, Echange colonne de coffre fort (U) 2.0; pignon2: Pignon Fenêtre 5.0, 
567;BUNG00102;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0;Porte exterieure 5.0; 0.5; 4.0;;;
568;BUNG03513;Bungalow 6m;;;;;;;;;;; 4.0;;;
569;BUNG03000;Bungalow 6m;;;;;;;;;;;;;;
570;Bung00833;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
571;bung00505;Bungalow 6m;;;;;;;;;;; 4.0;;;
572;BUNG00914;Bungalow 9m;Pignon Porte 6.0;Pignon Passage 2.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Plein 2.0;;;;
573;BUNG00893;Bungalow 9m;Pignon ferme 2.5;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;;;
574;BUNG01038;Bungalow 9m;Pignon Fenêtre convecteur/window 10.;Pignon Fenêtre convecteur/window 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Porte exterieure 5.0;Panneau Passage 2.0;;;;
575;BUNG00172;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre convecteur 7.0; 1.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Pleine 3.0;Cloison Pleine 3.0; 0.5;Porte exterieure 5.0; 4.0;;;
576;bung00305;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0;Cloison Porte 4.0;Cloison Porte 4.0;Porte exterieure 5.0;Panneau Passage 2.0; 4.0;Chilly mazrin;Réparation toiture(M2) 0.0, Echange canon de serrure(U) 0.5, Echange porte intérieure (U) 1.5, Peinture extérieure (M2) 0.25, Peinture interieure(M2) 0.25, Barreaudage galva 100x130 (U) 1.0, Refection Lino(M2) 0.2Echange prise : PC 16A + T (U) 0.25, Echange Pave LED (U) 0.5, Echange Détecteur de présence (U) 0.25, Echange BAES (U) 0.5, Echange Climatiseur Reversible (U) 4.0, , , ;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan6: <vide> 1.0,  cloison_int7: Cloison Porte 4.0,  cloison_int8: Cloison Porte 4.0,  cloison_pass9: Porte exterieure 5.0,  kitchenette: <vide> 4.0, 
577;BUNG00210;Bungalow 9m;Pignon mi-Plein/mi-Fenetre 5.0;Pignon Fenêtre clim reversible 10.; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 0.5;Pignon #01 5.0;;_Sansréserve 0.0, _Sans réserve 0.0, Lessivage  Kitchenette (U) 2.0, Echange meuble jaune (U) 1.5, , ; pignon2: Pignon Fenêtre clim reversible 10., 
578;Bung00301;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;bts chilly Mazarin ;Réparation toiture(M2) 0.0, Echange canon de serrure(U) 0.5, Echange porte intérieure (U) 1.5, Peinture extérieure (M2) 0.25, Peinture interieure(M2) 0.25, Barreaudage galva 100x130 (U) 1.0, Refection Lino(M2) 0.2Echange prise : PC 16A + T (U) 0.25, Echange Pave LED (U) 0.5, Echange Détecteur de présence (U) 0.25, Echange Climatiseur Reversible (U) 4.0, , , ;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan4: 1/2 long Pan Plein 2.5, 
579;bung00414;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Porte 6.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0;;atelier ;; pignon2: Pignon Porte 6.0, 
580;BUNG03121;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon ferme 2.5,  longpan3: Long Pan 6m specifique 6.5,  passage6: 9.0, 
581;Bung00306;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon Fenêtre convecteur 7.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;BTS chilly mazarin ;;
582;BUNG03152;Bungalow 6m;;;;;;;;;;;;;;
583;BUNG03143;Bungalow 6m;;;;;;;;;;;;;;pignon1: Pignon ferme 2.5,  passage6: 6.0, 
584;BUNG03229;Bungalow 6m;;;;;;;;;;;;;;
585;BUNG01119;Bungalow 9m;Pignon Fenêtre clim reversible 10.;Pignon Fenêtre clim reversible 10.;1/2 long Pan Plein 2.5; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Porte exterieure 5.0; 4.0;;;pignon1: Pignon Fenêtre clim reversible 10.,  pignon2: Pignon Fenêtre clim reversible 10.,  longpan3: 1/2 long Pan Plein 2.5, 
586;Bung 9m sanitaire 36p Bung00687;Bungalow 9m;Pignon Fenêtre 5.0;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0;Panneau Passage 2.0;Panneau Passage 2.0; 4.0;CMS;;
587;BUNG03170;Bungalow 6m;;;;;;;;;;;;;;
588;BUNG00901;Bungalow 9m; 1.0;Pignon sanitaire/WC 10.; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; 0.5;;;;
589;bung00440;Bungalow 9m;;;;;;;;;;;;;;
590;BUNG01211;Bungalow 9m;;;;;;;;;;;;;;
591;BUNG01217;Bungalow 9m;;;;;;;;;;;;;;
592;BUNG00146;Bungalow 9m;Pignon Fenêtre 5.0;Pignon Fenêtre clim reversible 10.; 1.0; 1.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 0.5;Porte exterieure 5.0; 4.0;zone de départ; Echange prise : PC 16A + T (U) 0.25, , , ;pignon1: Pignon Fenêtre 5.0,  pignon2: Pignon Fenêtre clim reversible 10.,  cloison_int7: <vide> 1.0, 
593;Bung00447;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon sanitaire/WC 10.;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Porte exterieure 5.0; 4.0;CM;Echange Panneau 50/60 mmPU (U) 1.5, Echange canon de serrure(U) 0.5, Nettoyage intérieur cantonnement (M2) 0.1, Peinture interieure(M2) 0.25Echange Projecteur Led Porte Ext (U) 1.5, , , ;
594;Bung00506;Bungalow 6m;;;;;;;;;;;;;;
595;BUNG00127;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon mi-Plein/mi-Fenetre 5.0; 1.0;1/2 long Pan Plein 2.5; 1.0; 1.0;Cloison Porte 4.0;Cloison Porte 4.0;Panneau Passage 2.0;Panneau Passage 2.0;Pignon #02 5.0;;;
596;BUNG00154;Bungalow 9m;Pignon Fenêtre convecteur 7.0;Pignon mi-Plein/mi-Fenetre 5.0;1/2 long Pan Plein 2.5;1/2 long Pan Plein 2.5; 1.0; 1.0; 1.0; 1.0;Porte exterieure 5.0; 0.5;Pignon #01 5.0;;;
